date,id_producto,demanda
2020-01-02,90,985
2020-01-02,91,384
2020-01-02,92,228
2020-01-02,93,71
2020-01-02,94,566
2020-01-02,95,493
2020-01-02,96,69
2020-01-02,98,617
2020-01-02,99,471
2020-01-02,100,169
2020-01-02,102,410
2020-01-02,103,232
2020-01-02,104,261
2020-01-02,105,221
2020-01-02,106,763
2020-01-02,107,570
2020-01-02,108,358
2020-01-02,109,246
2020-01-02,110,294
2020-01-02,111,695
2020-01-02,112,400
2020-01-02,113,110
2020-01-02,114,642
2020-01-02,115,635
2020-01-02,116,204
2020-01-02,117,370
2020-01-02,118,533
2020-01-02,119,836
2020-01-02,120,73
2020-01-02,121,552
2020-01-02,122,518
2020-01-02,123,295
2020-01-02,124,958
2020-01-02,125,422
2020-01-02,126,302
2020-01-02,127,916
2020-01-02,128,312
2020-01-02,129,822
2020-01-02,131,150
2020-01-02,132,617
2020-01-02,133,99
2020-01-02,134,699
2020-01-02,135,660
2020-01-03,1,140
2020-01-03,2,481
2020-01-03,3,777
2020-01-03,4,305
2020-01-03,5,174
2020-01-03,6,51
2020-01-03,7,340
2020-01-03,9,545
2020-01-03,10,251
2020-01-03,11,314
2020-01-03,12,655
2020-01-03,13,676
2020-01-03,14,394
2020-01-03,15,765
2020-01-03,16,518
2020-01-03,17,48
2020-01-03,19,497
2020-01-03,20,1055
2020-01-03,21,384
2020-01-03,22,357
2020-01-03,23,536
2020-01-03,24,434
2020-01-03,25,282
2020-01-03,26,354
2020-01-03,27,699
2020-01-03,28,430
2020-01-03,29,74
2020-01-03,30,377
2020-01-03,31,452
2020-01-03,32,288
2020-01-03,33,611
2020-01-03,34,234
2020-01-03,35,499
2020-01-03,36,821
2020-01-03,37,570
2020-01-03,38,505
2020-01-03,39,945
2020-01-03,41,808
2020-01-03,42,1202
2020-01-03,43,597
2020-01-03,45,868
2020-01-03,46,684
2020-01-03,47,216
2020-01-03,48,177
2020-01-03,49,645
2020-01-03,50,489
2020-01-03,51,460
2020-01-03,52,198
2020-01-03,53,623
2020-01-03,54,827
2020-01-03,55,907
2020-01-03,56,113
2020-01-03,57,329
2020-01-03,58,108
2020-01-03,59,195
2020-01-03,60,281
2020-01-03,61,126
2020-01-03,62,580
2020-01-03,63,502
2020-01-03,64,730
2020-01-03,65,535
2020-01-03,66,675
2020-01-03,67,417
2020-01-03,68,406
2020-01-03,69,554
2020-01-03,71,56
2020-01-03,72,363
2020-01-03,73,820
2020-01-03,74,699
2020-01-03,75,759
2020-01-03,76,1103
2020-01-03,77,146
2020-01-03,78,558
2020-01-03,79,788
2020-01-03,80,92
2020-01-03,81,168
2020-01-03,82,892
2020-01-03,83,413
2020-01-03,84,564
2020-01-03,85,582
2020-01-03,86,452
2020-01-03,87,783
2020-01-03,88,249
2020-01-03,89,446
2020-01-03,90,899
2020-01-03,91,443
2020-01-03,92,254
2020-01-03,93,85
2020-01-03,94,574
2020-01-03,95,516
2020-01-03,96,93
2020-01-03,97,723
2020-01-03,98,610
2020-01-03,99,473
2020-01-03,100,189
2020-01-03,101,1160
2020-01-03,102,457
2020-01-03,103,244
2020-01-03,104,234
2020-01-03,105,216
2020-01-03,106,772
2020-01-03,107,596
2020-01-03,108,373
2020-01-03,109,221
2020-01-03,110,304
2020-01-03,111,708
2020-01-03,112,372
2020-01-03,113,112
2020-01-03,114,695
2020-01-03,115,695
2020-01-03,116,187
2020-01-03,117,406
2020-01-03,118,641
2020-01-03,120,74
2020-01-03,121,657
2020-01-03,122,513
2020-01-03,123,303
2020-01-03,124,1066
2020-01-03,125,448
2020-01-03,126,316
2020-01-03,127,906
2020-01-03,129,859
2020-01-03,131,139
2020-01-03,132,661
2020-01-03,133,123
2020-01-03,134,757
2020-01-03,135,648
2020-01-04,1,121
2020-01-04,2,603
2020-01-04,3,679
2020-01-04,4,357
2020-01-04,6,54
2020-01-04,7,447
2020-01-04,8,136
2020-01-04,9,609
2020-01-04,10,325
2020-01-04,11,277
2020-01-04,12,639
2020-01-04,13,686
2020-01-04,14,352
2020-01-04,15,763
2020-01-04,16,641
2020-01-04,17,91
2020-01-04,18,237
2020-01-04,19,487
2020-01-04,20,968
2020-01-04,21,372
2020-01-04,22,359
2020-01-04,23,647
2020-01-04,24,524
2020-01-04,25,255
2020-01-04,26,398
2020-01-04,27,842
2020-01-04,28,456
2020-01-04,29,62
2020-01-04,30,393
2020-01-04,31,504
2020-01-04,32,227
2020-01-04,33,645
2020-01-04,34,244
2020-01-04,35,448
2020-01-04,36,966
2020-01-04,37,520
2020-01-04,38,645
2020-01-04,39,995
2020-01-04,40,952
2020-01-04,41,871
2020-01-04,42,1298
2020-01-04,43,689
2020-01-04,44,329
2020-01-04,45,1044
2020-01-04,46,681
2020-01-04,47,205
2020-01-04,48,183
2020-01-04,49,579
2020-01-04,50,425
2020-01-04,51,649
2020-01-04,54,1015
2020-01-04,55,948
2020-01-04,56,138
2020-01-04,57,316
2020-01-04,58,120
2020-01-04,59,171
2020-01-04,60,282
2020-01-04,61,152
2020-01-04,62,583
2020-01-04,63,544
2020-01-04,64,680
2020-01-04,65,461
2020-01-04,66,673
2020-01-04,67,388
2020-01-04,68,495
2020-01-04,69,496
2020-01-04,70,284
2020-01-04,71,59
2020-01-04,72,400
2020-01-04,73,907
2020-01-04,75,858
2020-01-04,76,957
2020-01-04,77,174
2020-01-04,78,517
2020-01-04,79,867
2020-01-04,80,100
2020-01-04,81,140
2020-01-04,82,972
2020-01-04,83,407
2020-01-04,84,529
2020-01-04,85,674
2020-01-04,86,420
2020-01-04,87,701
2020-01-04,88,277
2020-01-04,89,504
2020-01-04,90,921
2020-01-04,91,419
2020-01-04,92,254
2020-01-04,93,61
2020-01-04,94,592
2020-01-04,95,567
2020-01-04,96,93
2020-01-04,97,842
2020-01-04,98,570
2020-01-04,99,495
2020-01-04,100,206
2020-01-04,101,1080
2020-01-04,102,459
2020-01-04,103,243
2020-01-04,105,211
2020-01-04,106,810
2020-01-04,107,739
2020-01-04,108,379
2020-01-04,109,297
2020-01-04,110,351
2020-01-04,112,416
2020-01-04,113,116
2020-01-04,114,855
2020-01-04,115,861
2020-01-04,116,186
2020-01-04,117,495
2020-01-04,118,738
2020-01-04,119,1077
2020-01-04,120,76
2020-01-04,121,614
2020-01-04,122,547
2020-01-04,123,373
2020-01-04,124,1224
2020-01-04,125,393
2020-01-04,126,383
2020-01-04,127,971
2020-01-04,128,317
2020-01-04,129,811
2020-01-04,130,561
2020-01-04,131,143
2020-01-04,132,696
2020-01-04,133,125
2020-01-04,134,795
2020-01-05,1,140
2020-01-05,2,598
2020-01-05,3,782
2020-01-05,4,374
2020-01-05,6,49
2020-01-05,8,126
2020-01-05,9,656
2020-01-05,10,276
2020-01-05,11,288
2020-01-05,12,665
2020-01-05,13,732
2020-01-05,14,417
2020-01-05,15,847
2020-01-05,16,541
2020-01-05,17,62
2020-01-05,18,187
2020-01-05,19,521
2020-01-05,20,1079
2020-01-05,21,410
2020-01-05,22,367
2020-01-05,23,583
2020-01-05,24,435
2020-01-05,25,267
2020-01-05,26,409
2020-01-05,27,795
2020-01-05,28,469
2020-01-05,29,87
2020-01-05,30,468
2020-01-05,31,416
2020-01-05,32,276
2020-01-05,33,646
2020-01-05,34,226
2020-01-05,35,516
2020-01-05,36,869
2020-01-05,37,597
2020-01-05,38,578
2020-01-05,39,969
2020-01-05,40,993
2020-01-05,41,890
2020-01-05,42,1268
2020-01-05,43,678
2020-01-05,44,398
2020-01-05,45,929
2020-01-05,46,716
2020-01-05,47,286
2020-01-05,48,158
2020-01-05,49,700
2020-01-05,50,488
2020-01-05,52,224
2020-01-05,53,632
2020-01-05,54,859
2020-01-05,55,1006
2020-01-05,56,121
2020-01-05,57,340
2020-01-05,58,117
2020-01-05,59,190
2020-01-05,60,259
2020-01-05,61,152
2020-01-05,62,609
2020-01-05,63,540
2020-01-05,64,756
2020-01-05,66,692
2020-01-05,68,451
2020-01-05,69,568
2020-01-05,70,275
2020-01-05,72,332
2020-01-05,73,889
2020-01-05,74,664
2020-01-05,75,759
2020-01-05,76,1040
2020-01-05,77,146
2020-01-05,78,519
2020-01-05,79,781
2020-01-05,80,84
2020-01-05,81,184
2020-01-05,82,877
2020-01-05,83,423
2020-01-05,85,573
2020-01-05,86,445
2020-01-05,87,749
2020-01-05,88,268
2020-01-05,89,457
2020-01-05,90,1000
2020-01-05,91,434
2020-01-05,92,354
2020-01-05,93,72
2020-01-05,94,635
2020-01-05,95,523
2020-01-05,96,84
2020-01-05,97,716
2020-01-05,98,628
2020-01-05,99,500
2020-01-05,100,167
2020-01-05,101,1092
2020-01-05,102,508
2020-01-05,103,259
2020-01-05,104,262
2020-01-05,105,242
2020-01-05,106,785
2020-01-05,107,659
2020-01-05,108,401
2020-01-05,109,262
2020-01-05,110,319
2020-01-05,111,741
2020-01-05,112,392
2020-01-05,113,110
2020-01-05,114,750
2020-01-05,115,736
2020-01-05,116,237
2020-01-05,117,419
2020-01-05,118,623
2020-01-05,119,986
2020-01-05,120,95
2020-01-05,121,624
2020-01-05,122,620
2020-01-05,123,338
2020-01-05,124,1066
2020-01-05,125,454
2020-01-05,126,318
2020-01-05,127,1006
2020-01-05,128,314
2020-01-05,129,832
2020-01-05,130,577
2020-01-05,131,138
2020-01-05,132,678
2020-01-05,133,120
2020-01-05,134,767
2020-01-05,135,671
2020-01-06,2,784
2020-01-06,3,798
2020-01-06,4,432
2020-01-06,5,179
2020-01-06,6,74
2020-01-06,7,445
2020-01-06,8,112
2020-01-06,9,673
2020-01-06,10,292
2020-01-06,11,303
2020-01-06,12,528
2020-01-06,13,831
2020-01-06,14,364
2020-01-06,15,608
2020-01-06,16,410
2020-01-06,17,49
2020-01-06,18,146
2020-01-06,19,411
2020-01-06,20,1132
2020-01-06,21,359
2020-01-06,22,319
2020-01-06,23,588
2020-01-06,24,378
2020-01-06,25,287
2020-01-06,26,420
2020-01-06,27,526
2020-01-06,28,349
2020-01-06,29,47
2020-01-06,30,469
2020-01-06,31,420
2020-01-06,32,246
2020-01-06,33,676
2020-01-06,34,242
2020-01-06,35,390
2020-01-06,36,841
2020-01-06,37,517
2020-01-06,38,465
2020-01-06,39,919
2020-01-06,40,1134
2020-01-06,41,906
2020-01-06,42,1298
2020-01-06,43,529
2020-01-06,44,285
2020-01-06,45,965
2020-01-06,46,585
2020-01-06,47,275
2020-01-06,48,183
2020-01-06,49,546
2020-01-06,50,480
2020-01-06,51,419
2020-01-06,52,181
2020-01-06,53,483
2020-01-06,54,910
2020-01-06,55,1090
2020-01-06,56,123
2020-01-06,57,249
2020-01-06,58,131
2020-01-06,59,165
2020-01-06,60,298
2020-01-06,62,597
2020-01-06,63,441
2020-01-06,64,837
2020-01-06,65,557
2020-01-06,66,671
2020-01-06,67,379
2020-01-06,69,431
2020-01-06,70,249
2020-01-06,71,53
2020-01-06,72,323
2020-01-06,73,774
2020-01-06,74,591
2020-01-06,75,725
2020-01-06,76,921
2020-01-06,77,163
2020-01-06,78,449
2020-01-06,79,741
2020-01-06,80,92
2020-01-06,81,189
2020-01-06,82,756
2020-01-06,83,433
2020-01-06,85,519
2020-01-06,86,459
2020-01-06,87,620
2020-01-06,88,324
2020-01-06,89,416
2020-01-06,90,943
2020-01-06,91,508
2020-01-06,92,248
2020-01-06,93,77
2020-01-06,94,795
2020-01-06,95,549
2020-01-06,96,61
2020-01-06,97,749
2020-01-06,98,669
2020-01-06,99,426
2020-01-06,100,137
2020-01-06,101,1331
2020-01-06,102,451
2020-01-06,103,206
2020-01-06,104,309
2020-01-06,105,256
2020-01-06,106,960
2020-01-06,107,545
2020-01-06,108,376
2020-01-06,109,204
2020-01-06,110,355
2020-01-06,111,773
2020-01-06,112,279
2020-01-06,113,101
2020-01-06,114,680
2020-01-06,115,692
2020-01-06,116,179
2020-01-06,117,431
2020-01-06,118,472
2020-01-06,119,845
2020-01-06,120,70
2020-01-06,121,545
2020-01-06,122,629
2020-01-06,123,325
2020-01-06,124,827
2020-01-06,125,307
2020-01-06,126,332
2020-01-06,127,836
2020-01-06,128,339
2020-01-06,129,833
2020-01-06,130,554
2020-01-06,131,167
2020-01-06,132,663
2020-01-06,133,124
2020-01-06,134,903
2020-01-07,1,102
2020-01-07,2,468
2020-01-07,3,665
2020-01-07,4,271
2020-01-07,5,172
2020-01-07,6,55
2020-01-07,7,362
2020-01-07,8,101
2020-01-07,9,543
2020-01-07,10,215
2020-01-07,11,276
2020-01-07,12,584
2020-01-07,13,531
2020-01-07,14,304
2020-01-07,15,768
2020-01-07,16,425
2020-01-07,17,47
2020-01-07,18,151
2020-01-07,19,442
2020-01-07,20,945
2020-01-07,21,384
2020-01-07,22,274
2020-01-07,24,341
2020-01-07,25,232
2020-01-07,26,364
2020-01-07,27,590
2020-01-07,28,364
2020-01-07,29,61
2020-01-07,30,395
2020-01-07,31,331
2020-01-07,32,281
2020-01-07,33,603
2020-01-07,34,167
2020-01-07,35,396
2020-01-07,36,746
2020-01-07,37,533
2020-01-07,38,477
2020-01-07,39,845
2020-01-07,40,766
2020-01-07,42,1012
2020-01-07,43,644
2020-01-07,44,293
2020-01-07,45,768
2020-01-07,46,586
2020-01-07,47,242
2020-01-07,48,138
2020-01-07,49,532
2020-01-07,50,396
2020-01-07,51,401
2020-01-07,52,210
2020-01-07,53,509
2020-01-07,54,686
2020-01-07,55,954
2020-01-07,56,112
2020-01-07,57,227
2020-01-07,58,101
2020-01-07,59,184
2020-01-07,60,266
2020-01-07,61,110
2020-01-07,62,562
2020-01-07,63,482
2020-01-07,64,593
2020-01-07,65,432
2020-01-07,66,560
2020-01-07,67,325
2020-01-07,68,332
2020-01-07,69,460
2020-01-07,70,192
2020-01-07,71,30
2020-01-07,72,288
2020-01-07,74,548
2020-01-07,75,636
2020-01-07,76,875
2020-01-07,77,125
2020-01-07,79,643
2020-01-07,80,70
2020-01-07,82,698
2020-01-07,83,364
2020-01-07,84,504
2020-01-07,85,447
2020-01-07,86,401
2020-01-07,87,667
2020-01-07,88,267
2020-01-07,89,371
2020-01-07,90,771
2020-01-07,91,376
2020-01-07,92,263
2020-01-07,93,48
2020-01-07,94,531
2020-01-07,95,422
2020-01-07,96,81
2020-01-07,97,586
2020-01-07,98,567
2020-01-07,99,409
2020-01-07,100,155
2020-01-07,102,413
2020-01-07,103,256
2020-01-07,104,224
2020-01-07,105,208
2020-01-07,106,796
2020-01-07,107,509
2020-01-07,108,323
2020-01-07,109,221
2020-01-07,110,326
2020-01-07,111,686
2020-01-07,112,332
2020-01-07,113,115
2020-01-07,114,598
2020-01-07,115,577
2020-01-07,116,176
2020-01-07,117,325
2020-01-07,118,523
2020-01-07,119,756
2020-01-07,120,62
2020-01-07,121,483
2020-01-07,122,507
2020-01-07,123,254
2020-01-07,124,876
2020-01-07,125,369
2020-01-07,126,280
2020-01-07,127,867
2020-01-07,129,753
2020-01-07,130,557
2020-01-07,131,128
2020-01-07,132,575
2020-01-07,133,118
2020-01-07,134,730
2020-01-07,135,613
2020-01-08,1,97
2020-01-08,2,462
2020-01-08,3,628
2020-01-08,4,299
2020-01-08,5,166
2020-01-08,6,48
2020-01-08,7,340
2020-01-08,8,121
2020-01-08,9,446
2020-01-08,11,270
2020-01-08,12,583
2020-01-08,13,576
2020-01-08,14,326
2020-01-08,15,566
2020-01-08,16,411
2020-01-08,17,54
2020-01-08,18,179
2020-01-08,19,418
2020-01-08,20,1002
2020-01-08,21,280
2020-01-08,22,297
2020-01-08,23,447
2020-01-08,24,331
2020-01-08,25,243
2020-01-08,26,308
2020-01-08,27,645
2020-01-08,28,376
2020-01-08,29,72
2020-01-08,30,275
2020-01-08,31,335
2020-01-08,32,239
2020-01-08,33,462
2020-01-08,34,180
2020-01-08,35,418
2020-01-08,36,835
2020-01-08,37,524
2020-01-08,38,493
2020-01-08,39,766
2020-01-08,40,877
2020-01-08,41,656
2020-01-08,42,1009
2020-01-08,43,617
2020-01-08,44,323
2020-01-08,45,790
2020-01-08,46,554
2020-01-08,47,188
2020-01-08,48,166
2020-01-08,49,589
2020-01-08,50,389
2020-01-08,51,434
2020-01-08,53,539
2020-01-08,54,773
2020-01-08,55,781
2020-01-08,56,93
2020-01-08,57,283
2020-01-08,58,88
2020-01-08,59,159
2020-01-08,60,205
2020-01-08,61,98
2020-01-08,62,573
2020-01-08,64,617
2020-01-08,65,428
2020-01-08,66,570
2020-01-08,67,367
2020-01-08,68,393
2020-01-08,69,473
2020-01-08,70,210
2020-01-08,71,49
2020-01-08,72,297
2020-01-08,73,712
2020-01-08,74,591
2020-01-08,75,579
2020-01-08,76,924
2020-01-08,77,139
2020-01-08,78,490
2020-01-08,79,650
2020-01-08,80,66
2020-01-08,81,153
2020-01-08,82,711
2020-01-08,83,306
2020-01-08,84,461
2020-01-08,85,512
2020-01-08,86,423
2020-01-08,87,670
2020-01-08,88,189
2020-01-08,89,441
2020-01-08,90,858
2020-01-08,91,323
2020-01-08,92,213
2020-01-08,93,55
2020-01-08,94,492
2020-01-08,95,444
2020-01-08,96,56
2020-01-08,97,579
2020-01-08,98,610
2020-01-08,99,445
2020-01-08,100,139
2020-01-08,101,926
2020-01-08,102,389
2020-01-08,104,193
2020-01-08,105,187
2020-01-08,106,653
2020-01-08,107,547
2020-01-08,108,306
2020-01-08,109,223
2020-01-08,110,197
2020-01-08,111,598
2020-01-08,112,342
2020-01-08,113,106
2020-01-08,114,658
2020-01-08,115,576
2020-01-08,116,177
2020-01-08,117,352
2020-01-08,118,565
2020-01-08,119,848
2020-01-08,120,58
2020-01-08,121,572
2020-01-08,122,374
2020-01-08,123,259
2020-01-08,124,908
2020-01-08,125,369
2020-01-08,126,258
2020-01-08,127,681
2020-01-08,128,275
2020-01-08,129,716
2020-01-08,130,462
2020-01-08,131,141
2020-01-08,132,570
2020-01-08,133,111
2020-01-08,134,587
2020-01-08,135,566
2020-01-09,1,97
2020-01-09,2,440
2020-01-09,3,693
2020-01-09,4,269
2020-01-09,5,192
2020-01-09,6,38
2020-01-09,7,375
2020-01-09,8,105
2020-01-09,9,449
2020-01-09,10,199
2020-01-09,11,286
2020-01-09,12,612
2020-01-09,13,591
2020-01-09,14,321
2020-01-09,15,615
2020-01-09,16,416
2020-01-09,17,66
2020-01-09,18,138
2020-01-09,19,487
2020-01-09,20,931
2020-01-09,21,325
2020-01-09,22,357
2020-01-09,23,401
2020-01-09,24,308
2020-01-09,25,232
2020-01-09,26,313
2020-01-09,27,530
2020-01-09,28,414
2020-01-09,29,75
2020-01-09,30,289
2020-01-09,31,305
2020-01-09,32,254
2020-01-09,33,496
2020-01-09,34,146
2020-01-09,35,440
2020-01-09,36,677
2020-01-09,37,515
2020-01-09,38,456
2020-01-09,39,752
2020-01-09,40,871
2020-01-09,41,654
2020-01-09,42,1011
2020-01-09,43,621
2020-01-09,44,312
2020-01-09,45,649
2020-01-09,46,593
2020-01-09,47,181
2020-01-09,48,164
2020-01-09,49,586
2020-01-09,50,440
2020-01-09,51,381
2020-01-09,52,169
2020-01-09,53,513
2020-01-09,54,630
2020-01-09,55,796
2020-01-09,56,101
2020-01-09,58,83
2020-01-09,59,150
2020-01-09,60,218
2020-01-09,61,121
2020-01-09,63,420
2020-01-09,64,639
2020-01-09,65,443
2020-01-09,66,600
2020-01-09,67,382
2020-01-09,68,315
2020-01-09,69,443
2020-01-09,70,178
2020-01-09,71,46
2020-01-09,72,296
2020-01-09,73,646
2020-01-09,74,495
2020-01-09,75,527
2020-01-09,76,907
2020-01-09,77,111
2020-01-09,78,490
2020-01-09,79,519
2020-01-09,80,74
2020-01-09,81,136
2020-01-09,82,642
2020-01-09,83,321
2020-01-09,84,488
2020-01-09,85,405
2020-01-09,87,607
2020-01-09,88,206
2020-01-09,89,340
2020-01-09,90,855
2020-01-09,91,351
2020-01-09,92,213
2020-01-09,93,63
2020-01-09,94,514
2020-01-09,95,373
2020-01-09,96,73
2020-01-09,97,522
2020-01-09,98,569
2020-01-09,99,430
2020-01-09,100,150
2020-01-09,101,993
2020-01-09,102,379
2020-01-09,103,210
2020-01-09,104,232
2020-01-09,105,189
2020-01-09,106,660
2020-01-09,107,466
2020-01-09,108,334
2020-01-09,109,242
2020-01-09,110,248
2020-01-09,111,605
2020-01-09,113,84
2020-01-09,114,557
2020-01-09,115,538
2020-01-09,116,145
2020-01-09,117,308
2020-01-09,118,448
2020-01-09,119,736
2020-01-09,120,78
2020-01-09,121,464
2020-01-09,122,474
2020-01-09,123,233
2020-01-09,124,841
2020-01-09,125,383
2020-01-09,126,221
2020-01-09,127,717
2020-01-09,128,253
2020-01-09,129,746
2020-01-09,130,474
2020-01-09,131,124
2020-01-09,134,551
2020-01-09,135,532
2020-01-10,1,115
2020-01-10,2,419
2020-01-10,3,682
2020-01-10,4,280
2020-01-10,5,143
2020-01-10,6,58
2020-01-10,7,277
2020-01-10,9,481
2020-01-10,10,245
2020-01-10,11,296
2020-01-10,12,576
2020-01-10,13,592
2020-01-10,15,630
2020-01-10,16,463
2020-01-10,17,55
2020-01-10,19,487
2020-01-10,20,994
2020-01-10,21,350
2020-01-10,22,338
2020-01-10,23,501
2020-01-10,24,363
2020-01-10,25,236
2020-01-10,26,309
2020-01-10,27,644
2020-01-10,28,397
2020-01-10,29,75
2020-01-10,30,385
2020-01-10,31,421
2020-01-10,32,247
2020-01-10,33,553
2020-01-10,34,169
2020-01-10,35,496
2020-01-10,36,762
2020-01-10,37,527
2020-01-10,38,486
2020-01-10,39,765
2020-01-10,40,876
2020-01-10,41,694
2020-01-10,42,1095
2020-01-10,43,527
2020-01-10,44,328
2020-01-10,45,754
2020-01-10,46,595
2020-01-10,47,221
2020-01-10,48,144
2020-01-10,50,446
2020-01-10,51,426
2020-01-10,52,198
2020-01-10,53,541
2020-01-10,54,793
2020-01-10,55,808
2020-01-10,56,97
2020-01-10,57,287
2020-01-10,58,93
2020-01-10,59,165
2020-01-10,60,258
2020-01-10,61,108
2020-01-10,62,513
2020-01-10,63,403
2020-01-10,64,644
2020-01-10,65,473
2020-01-10,66,616
2020-01-10,67,366
2020-01-10,68,355
2020-01-10,69,450
2020-01-10,70,198
2020-01-10,71,57
2020-01-10,72,308
2020-01-10,73,710
2020-01-10,74,558
2020-01-10,75,657
2020-01-10,76,953
2020-01-10,77,142
2020-01-10,78,497
2020-01-10,79,735
2020-01-10,80,74
2020-01-10,81,173
2020-01-10,82,696
2020-01-10,83,370
2020-01-10,84,477
2020-01-10,85,513
2020-01-10,86,400
2020-01-10,87,685
2020-01-10,88,249
2020-01-10,89,398
2020-01-10,90,864
2020-01-10,91,331
2020-01-10,92,212
2020-01-10,93,59
2020-01-10,95,469
2020-01-10,96,58
2020-01-10,97,605
2020-01-10,98,566
2020-01-10,99,471
2020-01-10,100,171
2020-01-10,101,997
2020-01-10,102,382
2020-01-10,103,221
2020-01-10,104,190
2020-01-10,105,206
2020-01-10,106,679
2020-01-10,107,552
2020-01-10,108,337
2020-01-10,109,174
2020-01-10,110,265
2020-01-10,111,608
2020-01-10,112,324
2020-01-10,113,109
2020-01-10,114,574
2020-01-10,115,656
2020-01-10,116,177
2020-01-10,117,409
